"URL","Alternative Title#3","Alternative Title#4","Alternative Title#5","Alternative Title#6","Alternative Title#7","Title#1","Alternative Title#1","Alternative Title#2","Creator#1","Creator#2","Creator#3","Creator#4","Format#1","Duration#1","File Size#1","Subject#3","Subject#4","Description#4","Date#4","Subject#5","Description#5","Date#5","Description#6","Date#6","Description#7","Date#7","Subject#1","Subject#2","Description#2","Publisher#1","Date of Digital Conversion#1","Physical Item Location#1","Source#1","Language#1","Type#1","Digitization Specifications#1","Rights#1","FileID#1","ln_RECORDID","lnexp_MEDIAFILENAME"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB10208'>Listen to Audio</a>","","","","","","Little White Rose","","","Peyton, James Baxter (performer)","","","","audio/mp3","2:19","3,354,749 bytes","Folk music -- Colorado","","Love Song","","","","12/1/1962","","","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 5 Tape 102 Track 08","Field recording, reel-to-reel tape, recorded 12/1/1962","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB10208","349068","UCB10208.jpg|UCB10208.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB09007'>Listen to Audio</a>","","","","","","Lone Green Valley","Jealous Lover of Lone Green Valley","","Skinner, Ellis K. (performer)","","","","audio/mp3","5:05","7,341,453 bytes","Folk music -- Colorado","","Tragic Song","","","","10/1/1962","","","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 4 Tape 090 Track 07","Field recording, reel-to-reel tape, recorded 10/1/1962","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB09007","352949","UCB09007.jpg|UCB09007.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB17108'>Listen to Audio</a>","","","","","","Lord Bateman","Young Beichan","","Alexander, John T. (performer)","","","","audio/mp3","3:27","4,981,029 bytes","Ballads, English -- Colorado","Folk music -- Colorado","","","","Child Ballad #53","","","6/1/1965","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 7 Tape 171 Track 08","Field recording, reel-to-reel tape, recorded 6/1/1965","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB17108","346726","UCB17108.jpg|UCB17108.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB05420'>Listen to Audio</a>","May-Bell","","","","","Mabel Clare","Beautiful Mabel Clare","Mabel Clair","Hutchins, Emma (performer)","Higgins, A. J. (Adoniram Judson) (composer)","","","audio/mp3","1:53","2,720,914 bytes","Folk music -- Colorado","Popular music -- To 1919","","","","Popular Song 1861","","","11/1/1961","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 3 Tape 054 Track 20","Field recording, reel-to-reel tape, recorded 11/1/1961","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB05420","350532","UCB05420.jpg|UCB05420.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB05421'>Listen to Audio</a>","May-Bell","","","","","Mabel Clare (Harmonica Version)","Beautiful Mabel Clare","Mabel Clair","Hutchins, Emma (performer)","Higgins, A. J. (Adoniram Judson) (composer)","","","audio/mp3","0:49","1,187,422 bytes","Folk music -- Colorado","Popular music -- To 1920","","","","Popular Song 1861","","","","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 3 Tape 054 Track 21","","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB05421","350548","UCB05421.jpg|UCB05421.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB04522'>Listen to Audio</a>","","","","","","Make Peace With Your Heavenly Father","Old Rosin the Beau (parody of)","","Alexander, John T. (performer)","","","","audio/mp3","0:27","657,032 bytes","Folk music -- Colorado","","Hymn","8/1/1961","","Parody of Old Rosin the Beau","","","","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 2 Tape 045 Track 22","Field recording, reel-to-reel tape, recorded 8/1/1961","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB04522","349207","UCB04522.jpg|UCB04522.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB13416'>Listen to Audio</a>","","","","","","Mary of the Wild Moor","Wild Moor","","Greer, Beulah (performer)","","","","audio/mp3","0:36","872,699 bytes","Folk music -- Colorado","","Folk Song","","","","11/14/1963","","","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 6 Tape 134 Track 16","Field recording, reel-to-reel tape, recorded 11/14/1963","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB13416","348306","UCB13416.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB12908'>Listen to Audio</a>","","","","","","Mary of the Wild Moor (fragment)","Wild Moor","","Greer, Beulah (performer)","","","","audio/mp3","0:23","570,514 bytes","Folk music -- Colorado","","Folk Song","","","","7/17/1963","","","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 6 Tape 129 Track 08","Field recording, reel-to-reel tape, recorded 7/17/1963","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB12908","348294","UCB12908.jpg|UCB12908.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB01807'>Listen to Audio</a>","","","","","","Mascot Quadrille","","","Craig, Sam (performer)","Smith, Bill (performer)","","","audio/mp3","2:07","3,072,000 bytes","Folk music -- Colorado","Folk dance music","","","","Fiddle Tune","5/5/1905","","","","","Field recordings -- Colorado","Fiddle tunes","Quadrille","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 1 Tape 018 Track 07","Field recording, reel-to-reel tape, recorded 5/5/1905","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB01807","352030","UCB01807.jpg|UCB01807.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB20402'>Listen to Audio</a>","","","","","","Mermaid","","","Taylor, Edith Cummings (performer)","","","","audio/mp3","4:49","6,939,585 bytes","Ballads, English -- Colorado","Folk music -- Colorado","","","","Child Ballad #289","","","2/1/1970","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 8 Tape 204 Track 02","Field recording, reel-to-reel tape, recorded 2/1/1970","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB20402","346642","UCB20402.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB20406'>Listen to Audio</a>","","","","","","Mermaid","","","Taylor, Edith Cummings (performer)","","","","audio/mp3","5:08","7,409,789 bytes","Ballads, English -- Colorado","Folk music -- Colorado","","","","Child Ballad #289","","","2/1/1970","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 8 Tape 204 Track 06","Field recording, reel-to-reel tape, recorded 2/1/1970","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB20406","346655","UCB20406.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB05501'>Listen to Audio</a>","","","","","","Merry Christmas Bells","","","Hutchins, Emma (performer)","","","","audio/mp3","2:15","3,254,439 bytes","Christmas music","Folk music -- Colorado","","","","Christmas Song","","","11/1/1961","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 3 Tape 055 Track 01","Field recording, reel-to-reel tape, recorded 11/1/1961","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB05501","346869","UCB05501.jpg|UCB05501.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB11805'>Listen to Audio</a>","","","","","","Milwaukee Fire","","","Conilogue, Rachel (performer)","","","","audio/mp3","4:25","6,380,356 bytes","Disasters -- Songs and music","Folk music -- Colorado","","","","Disaster Song","","","4/10/1963","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 5 Tape 118 Track 05","Field recording, reel-to-reel tape, recorded 4/10/1963","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB11805","347711","UCB11805.jpg|UCB11805.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB11807'>Listen to Audio</a>","","","","","","Mississippi Sawyer","","","Conilogue, C. E. (performer)","Conilogue, Rachel (performer)","","","audio/mp3","1:06","1,596,186 bytes","Folk music -- Colorado","","Fiddle Tune","","","","4/10/1963","","","","","Field recordings -- Colorado","Fiddle tunes","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 5 Tape 118 Track 07","Field recording, reel-to-reel tape, recorded 4/10/1963","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB11807","348040","UCB11807.jpg|UCB11807.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB16405'>Listen to Audio</a>","","","","","","Mister Mousie","","","Martin, James Harlan (performer)","","","","audio/mp3","1:43","2,478,289 bytes","Folk music -- Colorado","","Folk Song","","","","8/25/1964","","","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 7 Tape 164 Track 05","Field recording, reel-to-reel tape, recorded 8/25/1964","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB16405","348381","UCB16405.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB16414'>Listen to Audio</a>","","","","","","Mister Mousie","","","Martin, Martha (performer)","","","","audio/mp3","1:55","2,767,308 bytes","Folk music -- Colorado","","Folk Song","","","","8/25/1964","","","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 7 Tape 164 Track 14","Field recording, reel-to-reel tape, recorded 8/25/1964","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB16414","348393","UCB16414.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB05503'>Listen to Audio</a>","","","","","","Mistress Santa Claus","","","Hutchins, Emma (performer)","","","","audio/mp3","3:41","5,305,783 bytes","Christmas music","Folk music -- Colorado","","","","Christmas Popular Song","","","11/1/1961","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 3 Tape 055 Track 03","Field recording, reel-to-reel tape, recorded 11/1/1961","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB05503","346856","UCB05503.jpg|UCB05503.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB10704'>Listen to Audio</a>","","","","","","Mollie Darling","Molly Darling","","Peyton, James Baxter (performer)","Hays, Will. S. (William Shakespeare), 1837-1907 (composer)","","","audio/mp3","2:37","3,772,918 bytes","Folk music -- Colorado","Popular music -- To 1902","","","","Popular Song 1871","","","12/17/1962","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 5 Tape 107 Track 04","Field recording, reel-to-reel tape, recorded 12/17/1962","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB10704","350733","UCB10704.jpg|UCB10704.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB06102'>Listen to Audio</a>","","","","","","Molly Brooks","","","Van Horn, Julia B. (performer)","","","","audio/mp3","1:43","2,484,558 bytes","Folk music -- Colorado","Play party","","","","Play Party Song","","Tune is We Won't Get Home Until Morning","12/18/1961","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 3 Tape 061 Track 02","Field recording, reel-to-reel tape, recorded 12/18/1961","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB06102","349755","UCB06102.jpg|UCB06102.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB04512'>Listen to Audio</a>","","","","","","Mother Says I Mustn't","","","Alexander, John T. (performer)","Hunt, G. W., ca. 1839-1904 (composer)","","","audio/mp3","2:39","3,821,819 bytes","Folk music -- Colorado","Popular music -- To 1907","","","","Popular Song 1870","","","8/1/1961","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 2 Tape 045 Track 12","Field recording, reel-to-reel tape, recorded 8/1/1961","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB04512","350677","UCB04512.jpg|UCB04512.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB06303'>Listen to Audio</a>","","","","","","Mother-in-Law at the County Fair","","","Trainor, Fred (performer)","","","","audio/mp3","0:53","1,278,328 bytes","Humorous songs","Folk music -- Colorado","","","","Popular Comic Song","","","2/1/1962","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 3 Tape 063 Track 03","Field recording, reel-to-reel tape, recorded 2/1/1962","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB06303","349782","UCB06303.jpg|UCB06303.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB01803'>Listen to Audio</a>","","","","","","Mountain Music","","","Craig, Sam (performer)","Smith, Bill (performer)","Camp, A.L. (performer)","","audio/mp3","2:11","3,147,860 bytes","Folk music -- Colorado","","Fiddle Tune","","","","5/5/1905","","","","","Field recordings -- Colorado","Fiddle tunes","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 1 Tape 018 Track 03","Field recording, reel-to-reel tape, recorded 5/5/1905","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB01803","347998","UCB01803.jpg|UCB01803.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB05404'>Listen to Audio</a>","","","","","","Mrs. Lofty","Mrs. Lofty and I","","Hutchins, Emma (performer)","Hutchinson, J. J. (Judson Joseph), 1817-1859 (composer)","","","audio/mp3","2:12","3,172,310 bytes","Folk music -- Colorado","Popular music -- To 1916","","","","Popular Song 1858","","","11/1/1961","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 3 Tape 054 Track 04","Field recording, reel-to-reel tape, recorded 11/1/1961","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB05404","350488","UCB05404.jpg|UCB05404.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB01804'>Listen to Audio</a>","","","","","","Mrs. MacLeod's Reel","","","Craig, Sam (performer)","Smith, Bill (performer)","Camp, A.L. (performer)","","audio/mp3","2:15","3,245,035 bytes","Folk music -- Colorado","","Fiddle Tune","","","","5/5/1905","","","","","Field recordings -- Colorado","Fiddle tunes","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 1 Tape 018 Track 04","Field recording, reel-to-reel tape, recorded 5/5/1905","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB01804","348012","UCB01804.jpg|UCB01804.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB13703'>Listen to Audio</a>","","","","","","My Heart's Tonight in Texas","Silver Rio Grande","","Martin, Martha (performer)","","","","audio/mp3","2:30","3,608,660 bytes","Folk music -- Colorado","","Popular Song","","","","12/26/1963","","","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 6 Tape 137 Track 03","Field recording, reel-to-reel tape, recorded 12/26/1963","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB13703","350151","UCB13703.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB16410'>Listen to Audio</a>","","","","","","My Home In Wyoming","","","Martin, Martha (performer)","","","","audio/mp3","2:26","3,523,396 bytes","Cowboys -- Songs and music","Folk music -- Colorado","","","","Cowboy Song","","","8/25/1964","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 7 Tape 164 Track 10","Field recording, reel-to-reel tape, recorded 8/25/1964","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB16410","347615","UCB16410.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB02602'>Listen to Audio</a>","","","","","","My Little Georgia Rose","","","Meyers, Frank (performer)","Witt, Max S. (composer)","","","audio/mp3","2:56","4,234,971 bytes","Popular music -- To 1901","Folk music -- Colorado","","","","Popular Song 1899","","","3/1/1954","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 2 Tape 026 Track 02","Field recording, reel-to-reel tape, recorded 3/1/1954","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB02602","351268","UCB02602.jpg|UCB02602.jpg"
